timestamp,pid,rss_kb,mem_pct,cpu_pct
18:25:01,10002,2652,0.0,0.1
18:25:03,10867,2080,0.0,0.0
18:25:04,10002,2660,0.0,0.1
18:25:05,10867,2144,0.0,0.0
18:25:06,10002,2652,0.0,0.2
18:25:07,10867,2160,0.0,0.0
18:25:08,10002,2652,0.0,0.4
18:25:09,10867,2272,0.0,0.0
18:25:10,10002,2652,0.0,0.7
18:25:11,10867,2352,0.0,0.0
18:25:12,10002,2664,0.0,0.7
18:25:13,10867,2352,0.0,0.0
18:25:14,10002,2668,0.0,1.0
18:25:15,10867,2352,0.0,0.0
18:25:16,10002,2664,0.0,1.3
18:25:18,10867,2352,0.0,0.0
18:25:18,10002,2660,0.0,2.2
18:25:20,10867,2352,0.0,0.0
18:25:20,10002,2656,0.0,1.9
18:25:22,10867,2352,0.0,0.0
18:25:22,10002,2668,0.0,2.5
18:25:24,10867,2368,0.0,0.0
18:25:24,10002,2660,0.0,6.8
18:25:26,10867,2368,0.0,0.0
18:25:26,10002,2664,0.0,4.8
18:25:28,10002,2592,0.0,0.0
18:25:28,10867,2416,0.0,0.7
18:25:30,10002,2656,0.0,0.0
18:25:30,10867,2416,0.0,0.6
18:25:32,10002,2664,0.0,0.0
18:25:33,10867,2416,0.0,0.4
18:25:35,10002,2660,0.0,0.0
18:25:35,10867,2432,0.0,0.4
18:25:37,10002,2660,0.0,0.0
18:25:37,10867,2432,0.0,0.3
18:25:39,10002,2656,0.0,0.0
18:25:39,10867,2432,0.0,0.1
18:25:41,10002,2664,0.0,0.0
18:25:41,10867,2432,0.0,0.1
18:25:43,10002,2656,0.0,0.0
18:25:43,10867,2432,0.0,0.1
18:25:45,10002,2672,0.0,0.0
18:25:45,10867,2448,0.0,0.1
18:25:47,10002,2668,0.0,0.0
18:25:48,10867,2448,0.0,0.0
18:25:49,10002,2656,0.0,0.0
18:25:50,10867,2448,0.0,0.0
18:25:51,10002,2656,0.0,0.0
18:25:52,10867,2464,0.0,0.0
18:25:53,10002,2656,0.0,0.0
18:25:54,10867,2464,0.0,0.0
18:25:55,10002,2672,0.0,0.1
18:25:56,10867,2464,0.0,0.0
18:25:57,10002,2660,0.0,0.1
18:25:58,10867,2464,0.0,0.0
18:25:59,10002,2656,0.0,0.2
18:26:01,10867,2464,0.0,0.0
18:26:01,10002,2656,0.0,0.2
18:26:03,10867,2480,0.0,0.0
