timestamp,pid,rss_kb,mem_pct,cpu_pct
16:10:47,85876,26516,0.2,21.9
16:10:49,85876,64536,0.4,0.0
16:10:51,85876,66504,0.4,0.5
16:10:53,85876,75292,0.4,0.0
16:10:55,85876,75336,0.4,0.1
16:10:57,85876,75456,0.4,0.0
16:10:59,85876,71952,0.4,0.0
16:11:02,85876,64540,0.4,0.0
16:11:04,85876,64464,0.4,0.0
16:11:06,85876,56344,0.3,2.5
16:11:08,85876,56344,0.3,0.0
16:11:10,85876,56712,0.3,0.0
16:11:12,85876,54740,0.3,0.0
16:11:14,85876,54740,0.3,0.0
16:11:16,85876,54872,0.3,0.0
16:11:18,85876,43368,0.3,0.0
16:11:20,85876,42820,0.3,0.0
16:11:22,85876,42780,0.3,0.0
16:11:24,85876,42780,0.3,0.0
16:11:26,85876,41192,0.2,0.0
16:11:28,85876,41092,0.2,0.0
16:11:30,85876,41092,0.2,0.0
16:11:32,85876,53024,0.3,0.4
16:11:35,85876,52980,0.3,0.2
16:11:37,85876,53436,0.3,0.0
16:11:39,85876,42536,0.3,0.0
16:11:41,85876,42136,0.3,0.0
16:11:43,85876,39772,0.2,0.0
16:11:45,85876,40260,0.2,0.0
16:11:47,85876,47172,0.3,2.4
16:11:49,85876,54384,0.3,4.5
16:11:51,85876,54484,0.3,0.0
16:11:53,85876,54600,0.3,0.0
16:11:56,85876,55276,0.3,0.0
16:11:58,85876,55348,0.3,0.0
16:12:00,85876,55332,0.3,0.0
16:12:02,85876,52432,0.3,0.0
16:12:04,85876,46192,0.3,0.0
16:12:06,85876,30852,0.2,0.0
16:12:08,85876,30292,0.2,0.0
16:12:10,85876,30292,0.2,0.0
16:12:12,85876,30292,0.2,0.0
16:12:14,85876,30292,0.2,0.0
16:12:16,85876,31664,0.2,6.2
16:12:18,85876,42324,0.3,0.0
16:12:20,85876,42816,0.3,0.0
16:12:23,85876,44024,0.3,0.0
16:12:25,85876,43024,0.3,7.5
16:12:27,85876,45072,0.3,0.8
16:12:29,85876,45232,0.3,1.0
16:12:31,85876,44356,0.3,0.3
16:12:33,85876,44412,0.3,0.0
16:12:35,85876,44412,0.3,0.0
16:12:37,85876,44412,0.3,0.0
16:12:39,85876,45688,0.3,0.7
16:12:41,85876,45688,0.3,0.0
16:12:43,85876,47048,0.3,1.5
16:12:45,85876,47048,0.3,0.0
16:12:48,85876,47700,0.3,1.7
16:12:50,85876,52268,0.3,33.2
16:12:52,DONE,0,0,0
