timestamp,pid,rss_kb,mem_pct,cpu_pct
21:36:07,68481,11504,0.1,0.0
21:36:09,68481,461072,2.7,52.6
21:36:11,68481,461024,2.7,0.7
21:36:13,68481,461024,2.7,0.3
21:36:15,68481,462464,2.8,0.3
21:36:17,68481,307520,1.8,2.9
21:36:19,68481,307520,1.8,0.2
21:36:21,68481,307024,1.8,0.2
21:36:23,68481,305968,1.8,6.3
21:36:25,68481,305968,1.8,0.1
21:36:27,68481,305840,1.8,0.1
21:36:29,68481,305840,1.8,0.1
21:36:31,68481,305840,1.8,0.1
21:36:33,68481,305744,1.8,0.1
21:36:36,68481,305744,1.8,0.0
21:36:38,68481,302176,1.8,0.0
21:36:40,68481,302176,1.8,0.0
21:36:42,68481,295936,1.8,0.0
21:36:44,68481,295936,1.8,0.0
21:36:46,68481,295936,1.8,0.0
21:36:48,68481,295936,1.8,0.0
21:36:50,68481,295936,1.8,0.0
21:36:52,68481,295936,1.8,0.0
21:36:54,68481,295936,1.8,0.3
21:36:56,68481,75296,0.4,0.7
21:36:58,68481,74080,0.4,1.4
21:37:00,68481,73968,0.4,0.1
21:37:02,68481,74176,0.4,0.2
21:37:04,68481,74176,0.4,0.1
21:37:06,68481,74176,0.4,0.1
21:37:08,68481,75360,0.4,0.1
21:37:10,68481,69568,0.4,0.0
21:37:12,68481,69600,0.4,0.0
21:37:14,68481,121872,0.7,0.0
21:37:17,68481,121872,0.7,0.0
21:37:19,68481,123456,0.7,0.0
21:37:21,68481,207408,1.2,0.0
21:37:23,68481,232096,1.4,0.0
21:37:25,68481,232096,1.4,0.0
21:37:27,68481,232048,1.4,0.6
21:37:29,68481,232048,1.4,0.7
21:37:31,68481,232048,1.4,0.3
21:37:33,68481,232048,1.4,0.4
21:37:35,68481,232048,1.4,0.2
21:37:37,68481,235696,1.4,1.8
21:37:39,68481,235696,1.4,0.2
21:37:41,68481,235696,1.4,0.1
21:37:43,68481,237296,1.4,0.1
21:37:45,68481,242592,1.4,1.4
21:37:47,68481,241616,1.4,0.1
21:37:49,68481,240336,1.4,0.1
21:37:51,68481,242192,1.4,0.0
21:37:54,68481,240704,1.4,0.0
21:37:56,68481,226384,1.3,0.0
21:37:58,68481,226384,1.3,0.4
21:38:00,68481,225360,1.3,0.6
21:38:02,68481,221696,1.3,0.4
21:38:04,68481,231888,1.4,0.4
21:38:06,68481,231888,1.4,0.4
21:38:08,68481,231904,1.4,0.2
21:38:10,68481,198384,1.2,11.7
21:38:12,68481,156848,0.9,0.6
21:38:14,68481,137312,0.8,0.1
21:38:16,68481,128256,0.8,1.9
21:38:18,68481,128256,0.8,0.0
21:38:20,68481,128256,0.8,0.0
21:38:22,68481,135456,0.8,15.5
21:38:24,DONE,0,0,0
