timestamp,pid,rss_kb,mem_pct,cpu_pct
18:09:06,NONE,0,0,0
18:09:08,NONE,0,0,0
18:09:10,NONE,0,0,0
18:09:13,NONE,0,0,0
18:09:15,NONE,0,0,0
18:09:17,6374,12,0.0,0.0
18:09:19,6374,108,0.0,0.0
18:09:21,6374,108,0.0,0.0
18:09:23,6374,84,0.0,0.0
18:09:25,6374,80,0.0,0.0
18:09:28,6374,80,0.0,0.0
18:09:30,6374,80,0.0,0.0
18:09:32,6374,80,0.0,0.0
18:09:34,6374,80,0.0,0.0
18:09:36,6374,80,0.0,0.0
18:09:38,6374,80,0.0,0.0
18:09:41,6374,80,0.0,0.0
18:09:43,NONE,0,0,0
18:09:45,NONE,0,0,0
18:09:47,NONE,0,0,0
18:09:49,6531,2836,0.0,0.0
18:09:51,6531,2836,0.0,0.0
18:09:54,6531,2836,0.0,0.0
18:09:56,6531,2836,0.0,0.0
18:09:58,6531,2836,0.0,0.0
18:10:00,6531,2836,0.0,0.0
18:10:02,6531,2836,0.0,0.0
18:10:04,6531,2836,0.0,0.0
18:10:06,6531,2836,0.0,0.0
18:10:09,6531,2836,0.0,0.0
18:10:11,6531,2836,0.0,0.0
18:10:13,6531,2836,0.0,0.0
18:10:15,6531,2836,0.0,0.0
18:10:17,6531,2844,0.0,0.0
18:10:19,6531,2844,0.0,0.0
18:10:21,6531,1600,0.0,0.0
18:10:24,6531,1600,0.0,0.0
18:10:26,6531,1600,0.0,0.0
18:10:28,6531,1600,0.0,0.0
18:10:30,6531,1600,0.0,0.0
18:10:32,6531,1600,0.0,0.0
18:10:34,6531,1600,0.0,0.0
18:10:36,6531,1600,0.0,0.0
18:10:39,6531,1600,0.0,0.0
18:10:41,6531,1600,0.0,0.0
18:10:43,6531,1600,0.0,0.0
18:10:45,6531,1600,0.0,0.0
18:10:47,6531,1600,0.0,0.0
18:10:49,6531,1600,0.0,0.0
18:10:51,6531,1600,0.0,0.0
18:10:54,6531,1600,0.0,0.0
18:10:56,6531,1600,0.0,0.0
18:10:58,6531,1600,0.0,0.0
18:11:00,6531,1600,0.0,0.0
18:11:02,6531,1600,0.0,0.0
18:11:04,6531,1600,0.0,0.0
18:11:07,6531,1600,0.0,0.0
18:11:09,6531,1600,0.0,0.0
18:11:11,6531,1600,0.0,0.0
18:11:13,6531,1600,0.0,0.0
18:11:15,6531,1600,0.0,0.0
18:11:17,6531,1600,0.0,0.0
18:11:19,6531,1600,0.0,0.0
18:11:22,6531,1600,0.0,0.0
18:11:24,6531,1600,0.0,0.0
18:11:26,6531,1600,0.0,0.0
18:11:28,6531,1600,0.0,0.0
