timestamp,pid,rss_kb,mem_pct,cpu_pct
21:31:29,63501,7536,0.0,0.0
21:31:31,63501,269760,1.6,24.3
21:31:33,63501,305440,1.8,48.9
21:31:35,63501,313088,1.9,14.2
21:31:37,63501,313228,1.9,2.4
21:31:40,63501,289732,1.7,2.8
21:31:42,63501,288624,1.7,1.4
21:31:44,63501,290628,1.7,21.9
21:31:46,63501,290972,1.7,12.8
21:31:48,63501,279052,1.7,0.4
21:31:50,63501,279052,1.7,0.2
21:31:52,63501,279036,1.7,0.2
21:31:54,63501,279036,1.7,0.1
21:31:56,63501,278944,1.7,2.0
21:31:58,63501,278944,1.7,1.8
21:32:00,63501,278928,1.7,0.7
21:32:02,63501,278928,1.7,1.0
21:32:04,63501,278928,1.7,0.5
21:32:06,63501,278928,1.7,0.6
21:32:08,63501,278928,1.7,2.0
21:32:10,63501,278928,1.7,1.7
21:32:13,63501,326396,1.9,112.7
21:32:15,63501,326684,1.9,1.6
21:32:17,63501,238252,1.4,3.2
21:32:19,63501,232688,1.4,7.1
21:32:21,63501,235348,1.4,10.1
21:32:23,63501,234952,1.4,15.8
21:32:25,63501,234060,1.4,0.3
21:32:27,63501,229980,1.4,8.3
21:32:29,63501,234560,1.4,0.2
21:32:31,63501,243852,1.5,13.9
21:32:33,63501,243868,1.5,0.2
21:32:35,63501,245076,1.5,24.8
21:32:37,63501,251660,1.5,15.3
21:32:39,63501,240316,1.4,13.9
21:32:41,63501,236560,1.4,2.8
21:32:43,63501,237472,1.4,20.8
21:32:46,63501,213480,1.3,9.5
21:32:48,63501,227236,1.4,1.9
21:32:50,63501,224104,1.3,0.5
21:32:52,63501,223056,1.3,13.4
21:32:54,63501,231288,1.4,7.8
21:32:56,63501,238800,1.4,3.8
21:32:58,63501,239888,1.4,0.4
21:33:00,63501,246836,1.5,5.7
21:33:02,63501,253220,1.5,0.2
21:33:04,63501,253212,1.5,2.9
21:33:06,63501,257652,1.5,9.2
21:33:08,63501,257816,1.5,3.4
21:33:10,63501,272040,1.6,23.5
21:33:12,63501,253852,1.5,0.4
21:33:14,63501,133300,0.8,0.7
21:33:16,63501,149416,0.9,26.3
21:33:18,63501,161184,1.0,15.2
21:33:20,63501,161196,1.0,2.9
21:33:23,63501,162620,1.0,9.2
21:33:25,63501,165024,1.0,3.8
21:33:27,63501,166204,1.0,0.5
21:33:29,63501,159840,1.0,1.3
21:33:31,63501,103864,0.6,0.3
21:33:33,63501,133356,0.8,29.3
21:33:35,63501,129716,0.8,0.2
21:33:37,63501,139196,0.8,0.2
21:33:39,63501,139276,0.8,0.1
21:33:41,63501,99812,0.6,2.8
21:33:43,63501,104548,0.6,5.8
21:33:45,63501,133012,0.8,5.5
21:33:48,63501,133660,0.8,1.7
21:33:50,63501,133588,0.8,1.7
21:33:52,63501,118068,0.7,20.1
21:33:54,63501,135796,0.8,7.4
21:33:56,63501,137320,0.8,8.4
21:33:58,63501,138100,0.8,0.4
21:34:00,63501,129968,0.8,6.4
21:34:02,63501,151220,0.9,8.6
21:34:04,63501,151240,0.9,0.2
21:34:06,63501,135096,0.8,0.0
21:34:08,63501,143572,0.9,23.0
21:34:10,63501,134216,0.8,5.4
21:34:12,63501,165320,1.0,2.1
21:34:14,63501,162956,1.0,2.6
21:34:16,63501,164360,1.0,18.9
21:34:18,63501,163080,1.0,3.0
21:34:21,63501,166780,1.0,2.5
21:34:23,63501,149216,0.9,0.9
21:34:25,63501,158244,0.9,53.7
21:34:27,63501,141264,0.8,22.7
21:34:29,63501,142140,0.8,8.8
21:34:31,63501,162332,1.0,9.6
21:34:33,63501,159204,0.9,3.5
21:34:35,63501,152644,0.9,5.7
21:34:37,63501,150860,0.9,17.1
21:34:39,63501,135340,0.8,22.7
21:34:41,63501,151636,0.9,5.5
21:34:43,63501,162184,1.0,16.6
21:34:45,63501,167888,1.0,0.2
21:34:47,63501,166360,1.0,4.0
21:34:49,63501,124488,0.7,41.4
21:34:51,63501,133296,0.8,10.0
21:34:54,63501,147996,0.9,23.1
21:34:56,63501,154832,0.9,6.1
21:34:58,63501,160396,1.0,33.8
21:35:00,63501,181144,1.1,47.4
21:35:02,63501,181892,1.1,5.7
21:35:04,63501,184096,1.1,30.7
21:35:06,63501,200032,1.2,1.7
21:35:08,63501,198960,1.2,0.6
21:35:10,63501,167364,1.0,13.6
21:35:12,63501,139764,0.8,2.2
21:35:14,63501,173496,1.0,0.9
21:35:16,63501,175888,1.0,0.5
21:35:18,63501,163448,1.0,0.3
21:35:20,63501,125480,0.7,16.4
21:35:22,63501,127116,0.8,0.6
21:35:24,63501,149512,0.9,1.2
21:35:26,63501,157088,0.9,18.8
21:35:29,63501,176888,1.1,24.0
21:35:31,63501,177228,1.1,1.9
21:35:33,63501,181856,1.1,4.2
21:35:35,63501,184008,1.1,4.2
21:35:37,63501,183588,1.1,2.4
21:35:39,63501,181396,1.1,1.8
21:35:41,63501,181476,1.1,0.5
21:35:43,63501,196156,1.2,31.6
21:35:45,DONE,0,0,0
